date,bike_model,price,quantity_sold,extended_sales
2021-03-09,Carbon Storm,5000,3,15000
2021-03-09,Titanium Falcon,7500,4,30000
2021-03-09,Speedster Elite,9900,4,39600
2021-03-10,Commuter Swift,495,13,6435
2021-03-10,Urban Rider,350,15,5250
2021-03-10,City Cruiser,400,18,7200
2021-03-10,Mountain Trail Pro,1250,9,11250
2021-03-10,Gravel Explorer,2200,8,17600
2021-03-10,Roadster GT,2900,10,29000
2021-03-10,Carbon Storm,5000,3,15000
2021-03-10,Titanium Falcon,7500,2,15000
2021-03-10,Speedster Elite,9900,4,39600
2021-03-11,Commuter Swift,495,14,6930
2021-03-11,Urban Rider,350,10,3500
2021-03-11,City Cruiser,400,12,4800
2021-03-11,Mountain Trail Pro,1250,9,11250
2021-03-11,Gravel Explorer,2200,10,22000
2021-03-11,Roadster GT,2900,5,14500
2021-03-11,Carbon Storm,5000,2,10000
2021-03-11,Titanium Falcon,7500,4,30000
2021-03-11,Speedster Elite,9900,4,39600
2021-03-12,Commuter Swift,495,15,7425
2021-03-12,Urban Rider,350,8,2800
2021-03-12,City Cruiser,400,16,6400
2021-03-12,Mountain Trail Pro,1250,5,6250
2021-03-12,Gravel Explorer,2200,6,13200
2021-03-12,Roadster GT,2900,4,11600
2021-03-12,Carbon Storm,5000,3,15000
2021-03-12,Titanium Falcon,7500,2,15000
2021-03-12,Speedster Elite,9900,2,19800
2021-03-13,Commuter Swift,495,16,7920
2021-03-13,Urban Rider,350,11,3850
2021-03-13,City Cruiser,400,11,4400
2021-03-13,Mountain Trail Pro,1250,5,6250
2021-03-13,Gravel Explorer,2200,8,17600
2021-03-13,Roadster GT,2900,6,17400
2021-03-13,Carbon Storm,5000,4,20000
2021-03-13,Titanium Falcon,7500,4,30000
2021-03-13,Speedster Elite,9900,4,39600
2021-03-14,Commuter Swift,495,10,4950
2021-03-14,Urban Rider,350,12,4200
2021-03-14,City Cruiser,400,12,4800
2021-03-14,Mountain Trail Pro,1250,9,11250
2021-03-14,Gravel Explorer,2200,5,11000
2021-03-14,Roadster GT,2900,8,23200
2021-03-14,Carbon Storm,5000,2,10000
2021-03-14,Titanium Falcon,7500,2,15000
2021-03-14,Speedster Elite,9900,4,39600
2021-03-15,Commuter Swift,495,17,8415
2021-03-15,Urban Rider,350,13,4550
2021-03-15,City Cruiser,400,19,7600
2021-03-15,Mountain Trail Pro,1250,8,10000
2021-03-15,Gravel Explorer,2200,8,17600
2021-03-15,Roadster GT,2900,9,26100
2021-03-15,Carbon Storm,5000,3,15000
2021-03-15,Titanium Falcon,7500,4,30000
2021-03-15,Speedster Elite,9900,3,29700
2021-03-16,Commuter Swift,495,9,4455
2021-03-16,Urban Rider,350,12,4200
2021-03-16,City Cruiser,400,19,7600
2021-03-16,Mountain Trail Pro,1250,5,6250
2021-03-16,Gravel Explorer,2200,8,17600
2021-03-16,Roadster GT,2900,5,14500
2021-03-16,Carbon Storm,5000,2,10000
2021-03-16,Titanium Falcon,7500,4,30000
2021-03-16,Speedster Elite,9900,3,29700
2021-03-17,Commuter Swift,495,15,7425
2021-03-17,Urban Rider,350,11,3850
2021-03-17,City Cruiser,400,11,4400
2021-03-17,Mountain Trail Pro,1250,5,6250
2021-03-17,Gravel Explorer,2200,6,13200
2021-03-17,Roadster GT,2900,6,17400
2021-03-17,Carbon Storm,5000,2,10000
2021-03-17,Titanium Falcon,7500,4,30000
2021-03-17,Speedster Elite,9900,4,39600
2021-03-18,Commuter Swift,495,9,4455
2021-03-18,Urban Rider,350,11,3850
2021-03-18,City Cruiser,400,15,6000
2021-03-18,Mountain Trail Pro,1250,7,8750
2021-03-18,Gravel Explorer,2200,9,19800
2021-03-18,Roadster GT,2900,7,20300
2021-03-18,Carbon Storm,5000,2,10000
2021-03-18,Titanium Falcon,7500,3,22500
2021-03-18,Speedster Elite,9900,2,19800
2021-03-19,Commuter Swift,495,13,6435
2021-03-19,Urban Rider,350,9,3150
2021-03-19,City Cruiser,400,9,3600
2021-03-19,Mountain Trail Pro,1250,4,5000
2021-03-19,Gravel Explorer,2200,9,19800
2021-03-19,Roadster GT,2900,9,26100
2021-03-19,Carbon Storm,5000,4,20000
2021-03-19,Titanium Falcon,7500,3,22500
2021-03-19,Speedster Elite,9900,4,39600
2021-03-20,Commuter Swift,495,14,6930
2021-03-20,Urban Rider,350,8,2800
2021-03-20,City Cruiser,400,10,4000
2021-03-20,Mountain Trail Pro,1250,6,7500
2021-03-20,Gravel Explorer,2200,6,13200
2021-03-20,Roadster GT,2900,4,11600
2021-03-20,Carbon Storm,5000,3,15000
2021-03-20,Titanium Falcon,7500,4,30000
2021-03-20,Speedster Elite,9900,3,29700
2021-03-21,Commuter Swift,495,16,7920
2021-03-21,Urban Rider,350,16,5600
2021-03-21,City Cruiser,400,12,4800
2021-03-21,Mountain Trail Pro,1250,9,11250
2021-03-21,Gravel Explorer,2200,6,13200
2021-03-21,Roadster GT,2900,7,20300
2021-03-21,Carbon Storm,5000,3,15000
2021-03-21,Titanium Falcon,7500,4,30000
2021-03-21,Speedster Elite,9900,3,29700
2021-03-22,Commuter Swift,495,17,8415
2021-03-22,Urban Rider,350,16,5600
2021-03-22,City Cruiser,400,17,6800
2021-03-22,Mountain Trail Pro,1250,6,7500
2021-03-22,Gravel Explorer,2200,4,8800
2021-03-22,Roadster GT,2900,7,20300
2021-03-22,Carbon Storm,5000,2,10000
2021-03-22,Titanium Falcon,7500,4,30000
2021-03-22,Speedster Elite,9900,3,29700
2021-03-23,Commuter Swift,495,16,7920
2021-03-23,Urban Rider,350,12,4200
2021-03-23,City Cruiser,400,9,3600
2021-03-23,Mountain Trail Pro,1250,9,11250
2021-03-23,Gravel Explorer,2200,9,19800
2021-03-23,Roadster GT,2900,6,17400
2021-03-23,Carbon Storm,5000,3,15000
2021-03-23,Titanium Falcon,7500,4,30000
2021-03-23,Speedster Elite,9900,3,29700
2021-03-24,Commuter Swift,495,17,8415
2021-03-24,Urban Rider,350,8,2800
2021-03-24,City Cruiser,400,15,6000
2021-03-24,Mountain Trail Pro,1250,9,11250
2021-03-24,Gravel Explorer,2200,4,8800
2021-03-24,Roadster GT,2900,4,11600
2021-03-24,Carbon Storm,5000,2,10000
2021-03-24,Titanium Falcon,7500,4,30000
2021-03-24,Speedster Elite,9900,3,29700
2021-03-25,Commuter Swift,495,10,4950
2021-03-25,Urban Rider,350,14,4900
2021-03-25,City Cruiser,400,17,6800
2021-03-25,Mountain Trail Pro,1250,9,11250
2021-03-25,Gravel Explorer,2200,6,13200
2021-03-25,Roadster GT,2900,5,14500
2021-03-25,Carbon Storm,5000,2,10000
2021-03-25,Titanium Falcon,7500,2,15000
2021-03-25,Speedster Elite,9900,3,29700
2021-03-26,Commuter Swift,495,16,7920
2021-03-26,Urban Rider,350,8,2800
2021-03-26,City Cruiser,400,9,3600
2021-03-26,Mountain Trail Pro,1250,7,8750
2021-03-26,Gravel Explorer,2200,7,15400
2021-03-26,Roadster GT,2900,9,26100
2021-03-26,Carbon Storm,5000,4,20000
2021-03-26,Titanium Falcon,7500,3,22500
2021-03-26,Speedster Elite,9900,2,19800
2021-03-27,Commuter Swift,495,9,4455
2021-03-27,Urban Rider,350,16,5600
2021-03-27,City Cruiser,400,9,3600
2021-03-27,Mountain Trail Pro,1250,7,8750
2021-03-27,Gravel Explorer,2200,6,13200
2021-03-27,Roadster GT,2900,7,20300
2021-03-27,Carbon Storm,5000,4,20000
2021-03-27,Titanium Falcon,7500,2,15000
2021-03-27,Speedster Elite,9900,3,29700
2021-03-28,Commuter Swift,495,12,5940
2021-03-28,Urban Rider,350,9,3150
2021-03-28,City Cruiser,400,15,6000
2021-03-28,Mountain Trail Pro,1250,4,5000
2021-03-28,Gravel Explorer,2200,4,8800
2021-03-28,Roadster GT,2900,4,11600
2021-03-28,Carbon Storm,5000,4,20000
2021-03-28,Titanium Falcon,7500,2,15000
2021-03-28,Speedster Elite,9900,2,19800
2021-03-29,Commuter Swift,495,9,4455
2021-03-29,Urban Rider,350,13,4550
2021-03-29,City Cruiser,400,10,4000
2021-03-29,Mountain Trail Pro,1250,4,5000
2021-03-29,Gravel Explorer,2200,7,15400
2021-03-29,Roadster GT,2900,4,11600
2021-03-29,Carbon Storm,5000,2,10000
2021-03-29,Titanium Falcon,7500,4,30000
2021-03-29,Speedster Elite,9900,4,39600
2021-03-30,Commuter Swift,495,12,5940
2021-03-30,Urban Rider,350,8,2800
2021-03-30,City Cruiser,400,10,4000
2021-03-30,Mountain Trail Pro,1250,7,8750
2021-03-30,Gravel Explorer,2200,6,13200
2021-03-30,Roadster GT,2900,6,17400
2021-03-30,Carbon Storm,5000,2,10000
2021-03-30,Titanium Falcon,7500,3,22500
2021-03-30,Speedster Elite,9900,3,29700
2021-03-31,Commuter Swift,495,9,4455
2021-03-31,Urban Rider,350,12,4200
2021-03-31,City Cruiser,400,16,6400
2021-03-31,Mountain Trail Pro,1250,5,6250
2021-03-31,Gravel Explorer,2200,5,11000
2021-03-31,Roadster GT,2900,6,17400
2021-03-31,Carbon Storm,5000,3,15000
2021-03-31,Titanium Falcon,7500,2,15000
2021-03-31,Speedster Elite,9900,2,19800
2021-04-01,Commuter Swift,495,14,6930
2021-04-01,Urban Rider,350,16,5600
2021-04-01,City Cruiser,400,9,3600
2021-04-01,Mountain Trail Pro,1250,8,10000
2021-04-01,Gravel Explorer,2200,4,8800
2021-04-01,Roadster GT,2900,7,20300
2021-04-01,Carbon Storm,5000,4,20000
2021-04-01,Titanium Falcon,7500,3,22500
2021-04-01,Speedster Elite,9900,3,29700
2021-04-02,Commuter Swift,495,9,4455
2021-04-02,Urban Rider,350,11,3850
2021-04-02,City Cruiser,400,13,5200
2021-04-02,Mountain Trail Pro,1250,6,7500
2021-04-02,Gravel Explorer,2200,7,15400
2021-04-02,Roadster GT,2900,7,20300
2021-04-02,Carbon Storm,5000,3,15000
2021-04-02,Titanium Falcon,7500,3,22500
2021-04-02,Speedster Elite,9900,4,39600
2021-04-03,Commuter Swift,495,12,5940
2021-04-03,Urban Rider,350,14,4900
2021-04-03,City Cruiser,400,15,6000
2021-04-03,Mountain Trail Pro,1250,9,11250
2021-04-03,Gravel Explorer,2200,4,8800
2021-04-03,Roadster GT,2900,6,17400
2021-04-03,Carbon Storm,5000,3,15000
2021-04-03,Titanium Falcon,7500,4,30000
2021-04-03,Speedster Elite,9900,4,39600
2021-04-04,Commuter Swift,495,16,7920
2021-04-04,Urban Rider,350,14,4900
2021-04-04,City Cruiser,400,10,4000
2021-04-04,Mountain Trail Pro,1250,8,10000
2021-04-04,Gravel Explorer,2200,8,17600
2021-04-04,Roadster GT,2900,5,14500
2021-04-04,Carbon Storm,5000,4,20000
2021-04-04,Titanium Falcon,7500,4,30000
2021-04-04,Speedster Elite,9900,4,39600
2021-04-05,Commuter Swift,495,16,7920
2021-04-05,Urban Rider,350,14,4900
2021-04-05,City Cruiser,400,12,4800
2021-04-05,Mountain Trail Pro,1250,7,8750
2021-04-05,Gravel Explorer,2200,4,8800
2021-04-05,Roadster GT,2900,5,14500
2021-04-05,Carbon Storm,5000,3,15000
2021-04-05,Titanium Falcon,7500,2,15000
2021-04-05,Speedster Elite,9900,2,19800
2021-04-06,Commuter Swift,495,13,6435
2021-04-06,Urban Rider,350,15,5250
2021-04-06,City Cruiser,400,10,4000
2021-04-06,Mountain Trail Pro,1250,7,8750
2021-04-06,Gravel Explorer,2200,4,8800
2021-04-06,Roadster GT,2900,7,20300
2021-04-06,Carbon Storm,5000,4,20000
2021-04-06,Titanium Falcon,7500,3,22500
2021-04-06,Speedster Elite,9900,3,29700
2021-04-07,Commuter Swift,495,14,6930
2021-04-07,Urban Rider,350,15,5250
2021-04-07,City Cruiser,400,15,6000
2021-04-07,Mountain Trail Pro,1250,9,11250
2021-04-07,Gravel Explorer,2200,4,8800
2021-04-07,Roadster GT,2900,8,23200
2021-04-07,Carbon Storm,5000,2,10000
2021-04-07,Titanium Falcon,7500,4,30000
2021-04-07,Speedster Elite,9900,3,29700
2021-04-08,Commuter Swift,495,17,8415
2021-04-08,Urban Rider,350,11,3850
2021-04-08,City Cruiser,400,18,7200
2021-04-08,Mountain Trail Pro,1250,9,11250
2021-04-08,Gravel Explorer,2200,9,19800
2021-04-08,Roadster GT,2900,5,14500
2021-04-08,Carbon Storm,5000,4,20000
2021-04-08,Titanium Falcon,7500,4,30000
2021-04-08,Speedster Elite,9900,3,29700
2021-04-09,Commuter Swift,495,12,5940
2021-04-09,Urban Rider,350,9,3150
2021-04-09,City Cruiser,400,11,4400
2021-04-09,Mountain Trail Pro,1250,8,10000
2021-04-09,Gravel Explorer,2200,8,17600
2021-04-09,Roadster GT,2900,7,20300
2021-04-09,Carbon Storm,5000,2,10000
2021-04-09,Titanium Falcon,7500,4,30000
2021-04-09,Speedster Elite,9900,3,29700
2021-04-10,Commuter Swift,495,16,7920
2021-04-10,Urban Rider,350,10,3500
2021-04-10,City Cruiser,400,11,4400
2021-04-10,Mountain Trail Pro,1250,8,10000
2021-04-10,Gravel Explorer,2200,9,19800
2021-04-10,Roadster GT,2900,7,20300
2021-04-10,Carbon Storm,5000,3,15000
2021-04-10,Titanium Falcon,7500,3,22500
2021-04-10,Speedster Elite,9900,3,29700
2021-04-11,Commuter Swift,495,10,4950
2021-04-11,Urban Rider,350,16,5600
2021-04-11,City Cruiser,400,11,4400
2021-04-11,Mountain Trail Pro,1250,7,8750
2021-04-11,Gravel Explorer,2200,9,19800
2021-04-11,Roadster GT,2900,6,17400
2021-04-11,Carbon Storm,5000,2,10000
2021-04-11,Titanium Falcon,7500,2,15000
2021-04-11,Speedster Elite,9900,2,19800
2021-04-12,Commuter Swift,495,16,7920
2021-04-12,Urban Rider,350,9,3150
2021-04-12,City Cruiser,400,11,4400
2021-04-12,Mountain Trail Pro,1250,8,10000
2021-04-12,Gravel Explorer,2200,5,11000
2021-04-12,Roadster GT,2900,4,11600
2021-04-12,Carbon Storm,5000,2,10000
2021-04-12,Titanium Falcon,7500,2,15000
2021-04-12,Speedster Elite,9900,4,39600
2021-04-13,Commuter Swift,495,16,7920
2021-04-13,Urban Rider,350,10,3500
2021-04-13,City Cruiser,400,15,6000
2021-04-13,Mountain Trail Pro,1250,5,6250
2021-04-13,Gravel Explorer,2200,6,13200
2021-04-13,Roadster GT,2900,9,26100
2021-04-13,Carbon Storm,5000,3,15000
2021-04-13,Titanium Falcon,7500,3,22500
2021-04-13,Speedster Elite,9900,4,39600
2021-04-14,Commuter Swift,495,11,5445
2021-04-14,Urban Rider,350,9,3150
2021-04-14,City Cruiser,400,16,6400
2021-04-14,Mountain Trail Pro,1250,7,8750
2021-04-14,Gravel Explorer,2200,5,11000
2021-04-14,Roadster GT,2900,4,11600
2021-04-14,Carbon Storm,5000,4,20000
2021-04-14,Titanium Falcon,7500,2,15000
2021-04-14,Speedster Elite,9900,4,39600
2021-04-15,Commuter Swift,495,17,8415
2021-04-15,Urban Rider,350,12,4200
2021-04-15,City Cruiser,400,18,7200
2021-04-15,Mountain Trail Pro,1250,4,5000
2021-04-15,Gravel Explorer,2200,7,15400
2021-04-15,Roadster GT,2900,5,14500
2021-04-15,Carbon Storm,5000,3,15000
2021-04-15,Titanium Falcon,7500,2,15000
2021-04-15,Speedster Elite,9900,4,39600
2021-04-16,Commuter Swift,495,11,5445
2021-04-16,Urban Rider,350,10,3500
2021-04-16,City Cruiser,400,17,6800
2021-04-16,Mountain Trail Pro,1250,7,8750
2021-04-16,Gravel Explorer,2200,7,15400
2021-04-16,Roadster GT,2900,5,14500
2021-04-16,Carbon Storm,5000,4,20000
2021-04-16,Titanium Falcon,7500,2,15000
2021-04-16,Speedster Elite,9900,2,19800
2021-04-17,Commuter Swift,495,14,6930
2021-04-17,Urban Rider,350,13,4550
2021-04-17,City Cruiser,400,10,4000
2021-04-17,Mountain Trail Pro,1250,9,11250
2021-04-17,Gravel Explorer,2200,4,8800
2021-04-17,Roadster GT,2900,9,26100
2021-04-17,Carbon Storm,5000,3,15000
2021-04-17,Titanium Falcon,7500,3,22500
2021-04-17,Speedster Elite,9900,3,29700
2021-04-18,Commuter Swift,495,15,7425
2021-04-18,Urban Rider,350,9,3150
2021-04-18,City Cruiser,400,15,6000
2021-04-18,Mountain Trail Pro,1250,4,5000
2021-04-18,Gravel Explorer,2200,7,15400
2021-04-18,Roadster GT,2900,4,11600
2021-04-18,Carbon Storm,5000,4,20000
2021-04-18,Titanium Falcon,7500,4,30000
2021-04-18,Speedster Elite,9900,3,29700
2021-04-19,Commuter Swift,495,9,4455
2021-04-19,Urban Rider,350,8,2800
2021-04-19,City Cruiser,400,11,4400
2021-04-19,Mountain Trail Pro,1250,7,8750
2021-04-19,Gravel Explorer,2200,9,19800
2021-04-19,Roadster GT,2900,9,26100
2021-04-19,Carbon Storm,5000,4,20000
2021-04-19,Titanium Falcon,7500,2,15000
2021-04-19,Speedster Elite,9900,3,29700
2021-04-20,Commuter Swift,495,14,6930
2021-04-20,Urban Rider,350,8,2800
2021-04-20,City Cruiser,400,15,6000
2021-04-20,Mountain Trail Pro,1250,9,11250
2021-04-20,Gravel Explorer,2200,4,8800
2021-04-20,Roadster GT,2900,8,23200
2021-04-20,Carbon Storm,5000,4,20000
2021-04-20,Titanium Falcon,7500,3,22500
2021-04-20,Speedster Elite,9900,2,19800
2021-04-21,Commuter Swift,495,16,7920
2021-04-21,Urban Rider,350,14,4900
2021-04-21,City Cruiser,400,10,4000
2021-04-21,Mountain Trail Pro,1250,9,11250
2021-04-21,Gravel Explorer,2200,6,13200
2021-04-21,Roadster GT,2900,8,23200
2021-04-21,Carbon Storm,5000,2,10000
2021-04-21,Titanium Falcon,7500,2,15000
2021-04-21,Speedster Elite,9900,4,39600
2021-04-22,Commuter Swift,495,13,6435
2021-04-22,Urban Rider,350,12,4200
2021-04-22,City Cruiser,400,12,4800
2021-04-22,Mountain Trail Pro,1250,8,10000
2021-04-22,Gravel Explorer,2200,5,11000
2021-04-22,Roadster GT,2900,5,14500
2021-04-22,Carbon Storm,5000,3,15000
2021-04-22,Titanium Falcon,7500,2,15000
2021-04-22,Speedster Elite,9900,3,29700
2021-04-23,Commuter Swift,495,14,6930
2021-04-23,Urban Rider,350,11,3850
2021-04-23,City Cruiser,400,13,5200
2021-04-23,Mountain Trail Pro,1250,6,7500
2021-04-23,Gravel Explorer,2200,5,11000
2021-04-23,Roadster GT,2900,5,14500
2021-04-23,Carbon Storm,5000,2,10000
2021-04-23,Titanium Falcon,7500,3,22500
2021-04-23,Speedster Elite,9900,2,19800
2021-04-24,Commuter Swift,495,11,5445
2021-04-24,Urban Rider,350,8,2800
2021-04-24,City Cruiser,400,16,6400
2021-04-24,Mountain Trail Pro,1250,7,8750
2021-04-24,Gravel Explorer,2200,7,15400
2021-04-24,Roadster GT,2900,4,11600
2021-04-24,Carbon Storm,5000,2,10000
2021-04-24,Titanium Falcon,7500,3,22500
2021-04-24,Speedster Elite,9900,4,39600
2021-04-25,Commuter Swift,495,12,5940
2021-04-25,Urban Rider,350,12,4200
2021-04-25,City Cruiser,400,12,4800
2021-04-25,Mountain Trail Pro,1250,6,7500
2021-04-25,Gravel Explorer,2200,8,17600
2021-04-25,Roadster GT,2900,7,20300
2021-04-25,Carbon Storm,5000,3,15000
2021-04-25,Titanium Falcon,7500,3,22500
2021-04-25,Speedster Elite,9900,2,19800
2021-04-26,Commuter Swift,495,17,8415
2021-04-26,Urban Rider,350,8,2800
2021-04-26,City Cruiser,400,17,6800
2021-04-26,Mountain Trail Pro,1250,4,5000
2021-04-26,Gravel Explorer,2200,6,13200
2021-04-26,Roadster GT,2900,4,11600
2021-04-26,Carbon Storm,5000,3,15000
2021-04-26,Titanium Falcon,7500,4,30000
2021-04-26,Speedster Elite,9900,2,19800
2021-04-27,Commuter Swift,495,9,4455
2021-04-27,Urban Rider,350,17,5950
2021-04-27,City Cruiser,400,13,5200
2021-04-27,Mountain Trail Pro,1250,6,7500
2021-04-27,Gravel Explorer,2200,8,17600
2021-04-27,Roadster GT,2900,5,14500
2021-04-27,Carbon Storm,5000,2,10000
2021-04-27,Titanium Falcon,7500,2,15000
2021-04-27,Speedster Elite,9900,2,19800
2021-04-28,Commuter Swift,495,16,7920
2021-04-28,Urban Rider,350,13,4550
2021-04-28,City Cruiser,400,19,7600
2021-04-28,Mountain Trail Pro,1250,6,7500
2021-04-28,Gravel Explorer,2200,10,22000
2021-04-28,Roadster GT,2900,6,17400
2021-04-28,Carbon Storm,5000,2,10000
2021-04-28,Titanium Falcon,7500,4,30000
2021-04-28,Speedster Elite,9900,2,19800
2021-04-29,Commuter Swift,495,13,6435
2021-04-29,Urban Rider,350,14,4900
2021-04-29,City Cruiser,400,18,7200
2021-04-29,Mountain Trail Pro,1250,5,6250
2021-04-29,Gravel Explorer,2200,6,13200
2021-04-29,Roadster GT,2900,8,23200
2021-04-29,Carbon Storm,5000,2,10000
2021-04-29,Titanium Falcon,7500,3,22500
2021-04-29,Speedster Elite,9900,4,39600
2021-04-30,Commuter Swift,495,16,7920
2021-04-30,Urban Rider,350,10,3500
2021-04-30,City Cruiser,400,16,6400
2021-04-30,Mountain Trail Pro,1250,6,7500
2021-04-30,Gravel Explorer,2200,6,13200
2021-04-30,Roadster GT,2900,5,14500
2021-04-30,Carbon Storm,5000,4,20000
2021-04-30,Titanium Falcon,7500,2,15000
2021-04-30,Speedster Elite,9900,4,39600
2021-05-01,Commuter Swift,495,8,3960
2021-05-01,Urban Rider,350,8,2800
2021-05-01,City Cruiser,400,13,5200
2021-05-01,Mountain Trail Pro,1250,6,7500
2021-05-01,Gravel Explorer,2200,7,15400
2021-05-01,Roadster GT,2900,7,20300
2021-05-01,Carbon Storm,5000,4,20000
2021-05-01,Titanium Falcon,7500,2,15000
2021-05-01,Speedster Elite,9900,2,19800
2021-05-02,Commuter Swift,495,10,4950
2021-05-02,Urban Rider,350,14,4900
2021-05-02,City Cruiser,400,12,4800
2021-05-02,Mountain Trail Pro,1250,4,5000
2021-05-02,Gravel Explorer,2200,7,15400
2021-05-02,Roadster GT,2900,4,11600
2021-05-02,Carbon Storm,5000,3,15000
2021-05-02,Titanium Falcon,7500,3,22500
2021-05-02,Speedster Elite,9900,3,29700
2021-05-03,Commuter Swift,495,10,4950
2021-05-03,Urban Rider,350,12,4200
2021-05-03,City Cruiser,400,20,8000
2021-05-03,Mountain Trail Pro,1250,5,6250
2021-05-03,Gravel Explorer,2200,8,17600
2021-05-03,Roadster GT,2900,8,23200
2021-05-03,Carbon Storm,5000,4,20000
2021-05-03,Titanium Falcon,7500,2,15000
2021-05-03,Speedster Elite,9900,2,19800
2021-05-04,Commuter Swift,495,11,5445
2021-05-04,Urban Rider,350,9,3150
2021-05-04,City Cruiser,400,11,4400
2021-05-04,Mountain Trail Pro,1250,5,6250
2021-05-04,Gravel Explorer,2200,10,22000
2021-05-04,Roadster GT,2900,6,17400
2021-05-04,Carbon Storm,5000,2,10000
2021-05-04,Titanium Falcon,7500,4,30000
2021-05-04,Speedster Elite,9900,4,39600
2021-05-05,Commuter Swift,495,13,6435
2021-05-05,Urban Rider,350,10,3500
2021-05-05,City Cruiser,400,19,7600
2021-05-05,Mountain Trail Pro,1250,7,8750
2021-05-05,Gravel Explorer,2200,10,22000
2021-05-05,Roadster GT,2900,7,20300
2021-05-05,Carbon Storm,5000,2,10000
2021-05-05,Titanium Falcon,7500,3,22500
2021-05-05,Speedster Elite,9900,4,39600
2021-05-06,Commuter Swift,495,10,4950
2021-05-06,Urban Rider,350,10,3500
2021-05-06,City Cruiser,400,14,5600
2021-05-06,Mountain Trail Pro,1250,4,5000
2021-05-06,Gravel Explorer,2200,9,19800
2021-05-06,Roadster GT,2900,7,20300
2021-05-06,Carbon Storm,5000,3,15000
2021-05-06,Titanium Falcon,7500,4,30000
2021-05-06,Speedster Elite,9900,2,19800
2021-05-07,Commuter Swift,495,15,7425
2021-05-07,Urban Rider,350,9,3150
2021-05-07,City Cruiser,400,18,7200
2021-05-07,Mountain Trail Pro,1250,6,7500
2021-05-07,Gravel Explorer,2200,6,13200
2021-05-07,Roadster GT,2900,5,14500
2021-05-07,Carbon Storm,5000,3,15000
2021-05-07,Titanium Falcon,7500,4,30000
2021-05-07,Speedster Elite,9900,3,29700
2021-05-08,Commuter Swift,495,12,5940
2021-05-08,Urban Rider,350,15,5250
2021-05-08,City Cruiser,400,20,8000
2021-05-08,Mountain Trail Pro,1250,9,11250
2021-05-08,Gravel Explorer,2200,5,11000
2021-05-08,Roadster GT,2900,9,26100
2021-05-08,Carbon Storm,5000,3,15000
2021-05-08,Titanium Falcon,7500,3,22500
2021-05-08,Speedster Elite,9900,3,29700
2021-05-09,Commuter Swift,495,10,4950
2021-05-09,Urban Rider,350,17,5950
2021-05-09,City Cruiser,400,16,6400
2021-05-09,Mountain Trail Pro,1250,5,6250
2021-05-09,Gravel Explorer,2200,7,15400
2021-05-09,Roadster GT,2900,6,17400
2021-05-09,Carbon Storm,5000,3,15000
2021-05-09,Titanium Falcon,7500,2,15000
2021-05-09,Speedster Elite,9900,4,39600
2021-05-10,Commuter Swift,495,17,8415
2021-05-10,Urban Rider,350,10,3500
2021-05-10,City Cruiser,400,18,7200
2021-05-10,Mountain Trail Pro,1250,10,12500
2021-05-10,Gravel Explorer,2200,9,19800
2021-05-10,Roadster GT,2900,7,20300
2021-05-10,Carbon Storm,5000,4,20000
2021-05-10,Titanium Falcon,7500,3,22500
2021-05-10,Speedster Elite,9900,3,29700
2021-05-11,Commuter Swift,495,11,5445
2021-05-11,Urban Rider,350,18,6300
2021-05-11,City Cruiser,400,19,7600
2021-05-11,Mountain Trail Pro,1250,5,6250
